,Date,Total,MR,PW,PW+,Lief,Lief+,Lief+Aufl.,LW,LW+,Sattelzug,Bus,andere,Station Count,Number of Measurments
926,28.10.2020,341999,10684,286613,322,29498,492,193,6201,927,3212,3643,214,29,1536
927,28.11.2019,416896,11198,354302,374,33521,511,226,7200,985,3562,4596,421,29,1584
928,28.11.2020,259862,5374,235560,352,12792,172,18,1416,240,633,3116,189,29,1536
929,28.12.2019,289537,4119,267653,244,11088,73,27,1311,195,516,4078,233,29,1584
930,28.12.2020,228367,4212,201139,159,14089,201,120,2895,448,1487,3511,106,29,1536
931,29.01.2019,401000,8603,344639,353,30729,428,214,7218,944,3269,4299,304,29,1608
932,29.01.2020,389889,7946,334121,235,31157,427,242,6707,967,3439,4406,242,29,1584
933,29.01.2021,321802,5790,271931,291,28977,423,209,6099,736,3135,4039,172,29,1584
934,29.02.2020,312860,5308,286674,351,13586,171,50,1593,247,748,4019,113,29,1584
935,29.03.2019,438702,15142,371168,475,32969,515,297,7972,1178,3347,5267,372,29,1584
936,29.03.2020,84791,2288,76068,45,3395,5,1,260,36,155,2512,26,29,1584
937,29.03.2021,306486,11327,251296,371,27970,494,210,6502,958,3420,3715,223,29,1512
938,29.04.2019,390836,12940,328476,425,31028,542,216,7651,1216,3521,4480,341,29,1536
939,29.04.2020,267573,8912,217814,234,26518,527,161,6421,725,3240,2878,143,29,1584
940,29.04.2021,344232,10922,285898,303,30714,451,219,7280,1000,3437,3801,207,29,1512
941,29.05.2019,422238,15768,356442,559,31869,596,213,7565,1086,3621,4130,389,29,1536
942,29.05.2020,305561,14735,249433,315,27005,464,189,5921,735,2836,3673,255,29,1512
943,29.05.2021,318218,12096,284499,439,14580,190,39,1763,331,800,3247,234,29,1536
944,29.06.2019,338336,13665,300185,650,16198,275,61,1924,434,820,3758,366,29,1560
945,29.06.2020,336382,13647,280083,366,27919,497,174,6345,848,2849,3325,329,28,1512
946,29.06.2021,383197,12254,321084,367,32549,543,269,7377,883,3639,3970,262,28,1536
947,29.07.2019,356044,16250,295669,557,28316,452,187,6654,791,2920,3840,408,28,1560
948,29.07.2020,332730,17506,273895,395,26825,432,187,6112,891,2673,3560,254,28,1512
949,29.07.2021,354492,15546,294804,510,28240,492,156,6340,921,3318,3940,225,28,1536
950,29.08.2019,384310,18209,317949,522,31188,517,223,6847,1074,3133,4050,598,28,1536
951,29.08.2020,300371,6692,273639,423,13898,196,32,1353,219,473,3269,177,28,1512
952,29.08.2021,251685,6846,229768,347,10463,162,16,611,161,165,3043,103,28,1512
953,29.09.2019,263713,9269,239754,298,9846,123,29,725,201,182,3062,224,28,1536
954,29.09.2020,347888,9743,293567,342,29371,502,201,6423,912,3015,3605,207,28,1536
955,29.09.2021,372975,14511,308873,385,32496,511,230,7122,1053,3506,4006,282,28,1512
956,29.10.2019,381608,9965,323582,333,30950,490,227,7196,1029,3528,3901,407,28,1536
957,29.10.2020,346580,10598,291119,343,29799,448,166,6348,849,3137,3582,191,28,1536
958,29.11.2019,438436,8881,377882,338,34029,525,252,7139,997,3217,4724,452,28,1584
959,29.11.2020,168773,3342,155557,93,6662,51,8,416,90,162,2346,46,28,1536
960,29.12.2019,225318,2712,210694,84,7623,36,17,462,102,161,3292,135,28,1584
961,29.12.2020,228581,4509,201098,177,13957,209,111,2895,544,1538,3435,108,28,1536
962,30.01.2019,406900,8364,349796,298,31832,434,264,7101,897,3265,4318,331,28,1608
963,30.01.2020,398345,9448,341034,289,31416,429,230,6734,824,3086,4451,404,28,1584
964,30.01.2021,223785,2890,203501,237,11358,121,17,1305,201,594,3480,81,28,1584
965,30.03.2019,357150,11015,322029,402,14972,185,65,2004,475,907,4778,318,28,1584
966,30.03.2020,212569,5878,171401,196,22907,407,153,5440,612,2510,2912,153,28,1584
967,30.03.2021,313830,12743,256587,335,27919,528,220,6629,1167,3810,3681,211,28,1512
968,30.04.2019,413462,14506,349538,437,30968,497,307,7326,1249,3644,4589,401,28,1536
969,30.04.2020,277845,7278,230009,226,26391,392,180,6401,716,3129,2909,214,28,1584
970,30.04.2021,356573,8337,302134,368,30207,452,192,6883,883,3016,3807,294,28,1512
971,30.05.2019,255835,10342,229639,344,10243,148,43,1068,338,387,3065,218,28,1536
972,30.05.2020,212712,9718,186630,192,10639,149,14,1359,246,656,2980,129,28,1512
973,30.05.2021,238212,10497,215415,165,8340,98,9,621,164,268,2485,150,28,1536
974,30.06.2019,252594,10382,227149,414,10120,152,30,762,252,190,2891,252,28,1560
975,30.06.2020,344104,17814,282653,413,28137,554,204,6815,891,3019,3324,280,28,1512
976,30.06.2021,394277,11888,331471,457,33656,500,244,7351,905,3578,4008,219,28,1536
977,30.07.2019,362600,17849,298081,448,29689,489,230,7225,1084,3183,3857,465,28,1560
978,30.07.2020,342677,17434,283675,446,27184,424,167,6031,780,2652,3478,406,28,1512
979,30.07.2021,368597,11851,312160,584,28791,542,181,6579,817,2905,3980,207,28,1536
980,30.08.2019,404059,19203,336040,606,31750,525,261,7238,1001,2825,4050,560,28,1536
981,30.08.2020,217308,3262,201623,262,8586,107,14,521,62,121,2701,49,28,1512
982,30.08.2021,356948,13918,295837,414,30667,474,225,7007,906,3075,4145,280,28,1512
983,30.09.2019,373981,14099,312371,409,29945,506,257,6742,1194,3334,4767,357,28,1536
984,30.09.2020,346023,14241,288728,396,27979,433,198,6279,920,2993,3538,318,28,1536
985,30.09.2021,387018,16847,320071,468,33055,514,224,7224,1021,3386,3915,293,28,1512
986,30.10.2019,394201,9831,335640,307,31519,493,188,7390,1013,3505,3872,443,28,1536
987,30.10.2020,345102,11831,289032,392,29458,496,180,6319,859,2743,3607,185,28,1536
988,30.11.2019,356863,6761,326479,326,15582,171,62,1752,301,896,4221,312,28,1584
989,30.11.2020,320444,8157,268052,300,29035,507,186,6178,898,3320,3641,170,28,1536
990,30.12.2019,321337,5303,289178,181,16270,187,163,3369,481,1454,4424,327,28,1584
991,30.12.2020,234541,4309,207889,164,13563,208,107,2834,437,1411,3513,106,28,1536
992,31.01.2019,409915,5638,355330,277,31988,402,210,7211,883,3279,4344,353,28,1608
993,31.01.2020,413897,10190,356375,285,31465,351,175,6595,740,2876,4476,369,28,1584
994,31.01.2021,162799,2690,150124,100,6417,54,6,448,61,212,2658,29,28,1536
995,31.03.2019,282897,9114,257919,238,10002,90,47,663,246,226,4130,222,28,1584
996,31.03.2020,216764,7030,173769,241,22910,370,225,5737,663,2790,2892,137,28,1584
997,31.03.2021,321495,13305,263408,325,28290,487,205,6740,1108,3680,3703,244,28,1512
998,31.05.2019,362061,14308,313084,513,20611,407,199,4764,936,2586,4250,403,28,1536
999,31.05.2020,153193,7702,137314,71,5219,33,4,313,92,85,2236,124,28,1512
1000,31.05.2021,356038,15847,292775,362,30451,550,244,7280,1079,3514,3687,249,28,1536
1001,31.07.2019,378535,16652,315941,580,29368,580,197,7105,972,2919,3812,409,28,1560
1002,31.07.2020,355017,16807,296027,557,27519,446,189,6134,758,2488,3646,446,28,1512
1003,31.07.2021,302024,9286,271771,546,14062,229,32,1556,249,572,3592,129,28,1536
1004,31.08.2019,337067,13132,300083,457,15918,219,63,2055,383,729,3530,498,28,1536
1005,31.08.2020,343647,13352,287926,344,27933,420,194,5828,751,2783,3863,253,28,1512
1006,31.08.2021,362118,15231,299009,423,31044,494,206,7063,956,3449,4019,224,28,1512
1007,31.10.2019,404119,12466,343434,297,32202,468,183,7348,824,2623,3797,477,28,1536
1008,31.10.2020,266505,9148,238948,307,12489,158,26,1281,256,645,3069,178,28,1536
1009,31.12.2019,272637,4604,246690,72,12809,111,93,2549,307,779,4349,274,28,1584
1010,31.12.2020,204585,3714,182662,134,10954,171,73,2157,303,869,3445,103,23,1536
